"","x"
"1254",171164.097573339
"1255",181202.203143708
"1256",184504.651935129
"1257",224778.805327238
"1258",173805.358018303
"1259",220460.315941706
"1260",218836.531212119
"1261",234556.734035827
"1262",169681.555360562
"1263",180869.266313641
"1264",203549.13129084
"1265",188894.135167568
"1266",195580.451349941
"1267",162317.92142205
"1268",187366.063725481
"1269",183735.743972175
"1270",187957.622476775
"1271",193649.131260753
"1272",255351.170654135
"1273",236806.834037383
"1274",166857.831641527
"1275",212881.165238401
"1276",195599.969903216
"1277",234693.063401325
"1278",194386.014088739
"1279",169252.156710401
"1280",170889.912986625
"1281",155143.335608872
"1282",181194.918022288
"1283",181965.26180001
"1284",149288.977293701
"1285",236396.288595225
"1286",170451.803302771
"1287",181703.275818963
"1288",178287.452558851
"1289",214784.585933725
"1290",163690.772906843
"1291",234937.388519669
"1292",190670.3720112
"1293",182122.251131469
"1294",223543.958642567
"1295",160353.499711072
"1296",166325.610865695
"1297",199701.440083828
"1298",188585.231822185
"1299",196218.081268746
"1300",175518.211222732
"1301",201411.676820488
"1302",174233.747462927
"1303",190775.455592183
"1304",215826.058254594
"1305",180030.711257168
"1306",184662.225978032
"1307",169505.674766123
"1308",198055.855785199
"1309",197670.986144935
"1310",198305.573580637
"1311",206250.668845474
"1312",237586.802713979
"1313",187478.143281348
"1314",182064.612453718
"1315",152535.323455599
"1316",193181.21692773
"1317",242613.540892622
"1318",178796.56847668
"1319",208407.786981163
"1320",189684.942090861
"1321",173783.419805279
"1322",173143.903007138
"1323",230033.426447025
"1324",190680.763110053
"1325",194814.46466311
"1326",245695.123431546
"1327",183013.496453331
"1328",221463.698537617
"1329",194629.481122751
"1330",216092.548337873
"1331",190890.990120193
"1332",227338.65651337
"1333",204485.309642319
"1334",177904.373325174
"1335",204803.603349207
"1336",192380.075307776
"1337",198709.61204271
"1338",176358.123659316
"1339",207467.571216271
"1340",199945.51261845
"1341",188979.334890408
"1342",199637.40214894
"1343",186370.294852557
"1344",194114.149434356
"1345",183138.090834805
"1346",222375.906481496
"1347",194119.002142622
"1348",213144.912410099
"1349",195553.791346056
"1350",245365.279099462
"1351",183760.218614557
"1352",204249.519087405
"1353",166396.969201963
"1354",201614.199686717
"1355",197105.392921668
"1356",228317.583201781
"1357",153056.227728617
"1358",179136.38772779
"1359",235735.402081107
"1360",167646.909258048
