"","x"
"1051",199298.688801027
"1052",212889.901747412
"1053",175207.447961672
"1054",170186.240757494
"1055",183311.360198237
"1056",205060.127372199
"1057",198660.653786579
"1058",197487.567498642
"1059",186031.199309872
"1060",196736.861576472
"1061",193203.156462554
"1062",207145.117857914
"1063",216137.704343155
"1064",185393.313627322
"1065",177369.370182354
"1066",206448.344558867
"1067",194952.916250698
"1068",192828.323835909
"1069",248383.003318783
"1070",200246.523168941
"1071",208618.170255177
"1072",210208.729639095
"1073",203731.643578748
"1074",200899.192702882
"1075",206951.328770164
"1076",193991.555715084
"1077",188122.091260072
"1078",244591.968532584
"1079",186878.861494707
"1080",181090.988786535
"1081",188284.536704729
"1082",211886.290393367
"1083",191860.552620991
"1084",185015.335627504
"1085",211723.09535977
"1086",215010.276652778
"1087",203333.484282459
"1088",203575.720562149
"1089",241297.820079499
"1090",206734.309549312
"1091",189729.490685519
"1092",248287.497382733
"1093",223455.973662037
"1094",205726.686970221
"1095",209339.801376998
"1096",216474.114863005
"1097",203082.869972002
"1098",229152.690823402
"1099",193256.535399511
"1100",228537.161293084
"1101",238520.674584864
"1102",225900.632364916
"1103",256270.536596692
"1104",212707.463695731
"1105",219970.511479281
"1106",197964.988569956
"1107",239510.028439093
"1108",205307.49220576
"1109",187972.447056054
"1110",203809.062694235
"1111",210493.576802562
"1112",206025.122203808
"1113",188006.66931572
"1114",197437.407915901
"1115",198456.32846417
"1116",210142.384866483
"1117",212021.084170339
"1118",219991.566566407
"1119",202166.262154241
"1120",232518.482981923
"1121",207783.292389752
"1122",205483.017159802
"1123",210333.086109147
"1124",241066.950670789
"1125",201310.006018406
"1126",192683.694114408
"1127",205376.682282179
"1128",199026.640447529
"1129",215973.822146711
"1130",208462.729206426
"1131",204089.517310491
"1132",193669.382934044
"1133",197691.528467806
"1134",220598.507284412
"1135",202989.968358404
"1136",180675.622562872
"1137",228190.023587263
"1138",187448.517324343
"1139",205882.764343864
"1140",246260.620355378
"1141",199161.605459057
"1142",217438.02174176
"1143",215367.917885184
"1144",180203.81954872
"1145",185603.306387873
"1146",178446.176432887
"1147",230297.182078919
"1148",184150.088952682
"1149",188952.715790569
"1150",194862.068812734
"1151",215878.600162863
"1152",190873.707861665
"1153",170493.451302973
"1154",235832.703725976
"1155",208647.898096151
"1156",169066.08024014
"1157",210856.393270342
"1158",188609.908959956
"1159",221623.90561491
"1160",189939.047944178
"1161",172130.761386684
"1162",194627.042122785
"1163",212489.383179851
"1164",194977.721874675
"1165",223453.65658939
"1166",198310.902796283
"1167",206648.482544423
"1168",212730.100115195
"1169",207148.633921441
"1170",192940.716403666
"1171",209990.902244727
"1172",225157.621318186
"1173",211587.141488895
"1174",208654.693590948
"1175",258668.947887743
"1176",209121.206590573
"1177",227424.431575414
"1178",255828.539042554
"1179",188513.743226395
"1180",179177.732566803
"1181",199476.249457985
"1182",194835.826739037
"1183",215932.053578242
"1184",205838.363835739
"1185",183206.799344655
"1186",192510.354739032
"1187",209451.845257201
"1188",220525.877424706
"1189",198044.730436756
"1190",182441.951909925
"1191",189326.497008926
"1192",228292.582870695
"1193",190523.839633147
"1194",214199.21267496
"1195",222494.062655576
"1196",201903.974301728
"1197",221692.399692478
"1198",205780.455696633
"1199",201253.699803625
"1200",203599.390499425
"1201",190709.989393368
"1202",184492.807964885
"1203",235084.087012864
"1204",227464.645554076
"1205",207232.043420795
"1206",235733.204882276
"1207",208557.462255792
"1208",232472.422419404
"1209",215434.243699565
"1210",208552.668826102
"1211",202507.463724484
"1212",170755.384099618
"1213",221638.524263247
"1214",211161.183284188
"1215",168784.633035387
"1216",221505.949099831
"1217",198823.792546079
"1218",195101.331742405
"1219",213752.351588061
"1220",220858.423918592
"1221",171938.623811987
"1222",215424.067101345
"1223",199696.474016309
"1224",194082.432767586
"1225",213118.104790923
"1226",210766.318142108
"1227",201139.734388754
"1228",194902.060493793
"1229",188201.668566061
"1230",200797.162888673
"1231",176952.432354265
"1232",209483.213083734
"1233",221625.584196352
"1234",211736.99247611
"1235",203163.861016827
"1236",203056.88755438
"1237",221246.7305674
"1238",200510.414740841
"1239",200004.28618065
"1240",207672.677494526
"1241",204599.696198473
"1242",203168.41861857
"1243",199708.661448852
"1244",199094.558605206
"1245",219981.218296025
"1246",199621.728201261
"1247",226573.521299304
"1248",228361.482340624
"1249",204601.77761524
"1250",212530.741501659
"1251",197519.220420942
"1252",205250.331161804
"1253",185458.195781957
"1254",160334.00287924
"1255",170573.527078809
"1256",210057.438464399
"1257",191363.170180631
"1258",200992.312259562
"1259",184540.481439904
"1260",210385.60520044
"1261",190681.420276433
"1262",180575.550876638
"1263",201673.866090313
"1264",205902.776922912
"1265",248332.19798617
"1266",217713.3978882
"1267",199885.988714518
"1268",219370.125397267
"1269",208285.540170362
"1270",194215.768187125
"1271",208985.956270221
"1272",240633.816021164
"1273",206448.665996987
"1274",217352.921002081
"1275",190051.538085007
"1276",223499.997789003
"1277",179455.576208214
"1278",193690.904211269
"1279",178953.192955771
"1280",193873.349943609
"1281",230607.309471443
"1282",179943.051644006
"1283",185031.161688111
"1284",219147.994733171
"1285",202093.125938537
"1286",199407.516351126
"1287",173376.793431798
"1288",195356.217387712
"1289",228800.885792714
"1290",208199.620865701
"1291",220503.796753849
"1292",209025.045464123
"1293",216989.432708871
"1294",163729.285231564
"1295",212270.477652344
"1296",221195.918415248
"1297",224195.815053828
"1298",199725.550207044
"1299",196485.242464868
"1300",229991.339352755
"1301",200433.255470947
"1302",201446.419864983
"1303",217733.510406665
"1304",200718.519582024
"1305",182644.824307452
"1306",181785.998015718
"1307",194166.944251882
"1308",221515.250220573
"1309",204987.668201831
"1310",186872.499094888
"1311",215842.386783626
"1312",203995.964356252
"1313",194318.35605274
"1314",215260.324703979
"1315",208910.633339174
"1316",198652.585000353
"1317",215897.85396626
"1318",213058.816458132
"1319",160954.66866369
"1320",212462.41197633
"1321",214912.88424042
"1322",196980.314165071
"1323",188591.098706111
"1324",201468.267301559
"1325",202246.613011008
"1326",213565.067065005
"1327",210100.797571433
"1328",189822.38764683
"1329",213908.527480855
"1330",235848.286007728
"1331",203942.620601742
"1332",185119.280704876
"1333",181149.669745762
"1334",205168.384161176
"1335",207217.805330136
"1336",223704.887722928
"1337",185204.584034079
"1338",255537.87146638
"1339",211242.490610729
"1340",185223.753987822
"1341",193654.257965137
"1342",202554.038738047
"1343",197296.039280704
"1344",207608.102502043
"1345",247391.022148436
"1346",198643.846134363
"1347",203116.583922283
"1348",191836.570460557
"1349",205554.101116589
"1350",211525.887940239
"1351",231132.927820773
"1352",174953.121080864
"1353",206101.650249428
"1354",191632.569006511
"1355",239361.473989928
"1356",209102.743405896
"1357",183719.389760673
"1358",192838.872271596
"1359",194606.41171742
"1360",207600.549296668
"1361",190331.431808265
"1362",216462.764587504
