"","x"
"2587",206787.5603185
"2588",205228.028221911
"2589",197610.370416193
"2590",196231.307239241
"2591",194072.749970257
"2592",208878.732439558
"2593",188384.189514785
"2594",185584.968223087
"2595",200459.337335445
"2596",191553.941683742
"2597",211824.373346199
"2598",166640.48370246
"2599",209686.382998089
"2600",206429.591600528
"2601",184896.476845633
"2602",182749.256091292
"2603",169339.110185694
"2604",182498.397913746
"2605",207638.126156244
"2606",211281.916344612
"2607",210379.872259151
"2608",197789.192136974
"2609",192497.944292352
"2610",195801.037176299
"2611",196039.431870294
"2612",205320.99666176
"2613",191726.124006115
"2614",202108.117892497
"2615",211026.050272427
"2616",200909.655336533
"2617",195277.580913361
"2618",194315.019336741
"2619",184516.703292265
"2620",218442.281404479
"2621",200416.804842041
"2622",216240.915883425
"2623",208480.088379117
"2624",229429.914574727
"2625",220206.755263374
"2626",189753.260358544
"2627",194987.754338262
"2628",187690.863994102
"2629",214675.92812208
"2630",199981.337414875
"2631",191672.837472487
"2632",229015.576692664
"2633",210867.06216401
"2634",209942.985372314
"2635",166594.593524439
"2636",200534.269605514
"2637",207449.402858064
"2638",204327.375818106
"2639",214577.982938015
"2640",219119.836738119
"2641",202720.179445027
"2642",215481.652904388
"2643",191777.32500167
"2644",192666.501604101
"2645",219566.771170527
"2646",219514.605842673
"2647",196058.158762736
"2648",207771.146301708
"2649",177871.053926363
"2650",233518.335658405
"2651",183091.22037927
"2652",215654.720705855
"2653",190028.027339411
"2654",194601.959078287
"2655",183874.671226135
"2656",217888.430808577
"2657",207863.151490938
"2658",183244.137490158
"2659",172549.117246526
"2660",208850.263958139
"2661",216053.079281443
"2662",202755.939597721
"2663",217314.067518857
"2664",188168.91495808
"2665",203366.523744916
"2666",219556.304974544
"2667",200362.921936575
"2668",196899.38395849
"2669",179026.721904187
"2670",225007.118578129
"2671",185604.112735987
"2672",209063.449782191
"2673",187942.345115687
"2674",215668.470766667
"2675",199323.377967441
"2676",236936.129884882
"2677",184005.709789166
"2678",203457.897175414
"2679",199844.986830272
"2680",194423.0108049
"2681",221615.107822452
"2682",207878.893616216
"2683",214658.091288902
"2684",187687.112257809
"2685",202279.551130349
"2686",215424.114375475
"2687",212568.535001531
"2688",216349.329508286
"2689",199705.85123545
"2690",193859.915230454
"2691",204198.64359173
"2692",185329.509260909
"2693",217284.91909852
"2694",204908.147193892
"2695",213435.624441149
"2696",212520.881735482
"2697",231044.87264741
"2698",243761.87510532
"2699",200370.965514856
"2700",178726.680236145
"2701",202989.685307872
"2702",232403.952468444
"2703",224795.294430304
"2704",191449.510202313
"2705",206510.266547011
"2706",192824.483510182
"2707",200692.998072944
"2708",205561.425948843
"2709",173448.95319755
"2710",188989.881857403
"2711",201788.114120661
"2712",179225.350288164
"2713",216148.657261579
"2714",199908.210366838
"2715",208905.774564756
"2716",214097.580476075
"2717",202785.961000363
"2718",203287.963067144
"2719",222514.281704709
"2720",215742.604552308
"2721",169081.886018125
"2722",176294.125964026
"2723",243978.610532402
"2724",198231.468736483
"2725",201654.67131816
"2726",201106.077028376
"2727",227457.536211003
"2728",209618.451984545
"2729",198834.953733924
"2730",233659.050593513
"2731",213281.994430614
"2732",236569.403920593
"2733",186912.602132925
"2734",205854.828130929
"2735",211904.179595453
"2736",210401.81546865
"2737",195019.447144664
"2738",225388.765785402
"2739",247854.632856595
"2740",212993.634641305
"2741",202155.309492246
"2742",197146.222837257
"2743",223495.561548234
"2744",191757.399716861
"2745",208512.480758762
"2746",276393.778934445
"2747",184383.320012269
"2748",219071.056571324
"2749",234404.008822748
"2750",198829.976683458
"2751",203419.786946468
"2752",200836.127429197
"2753",190409.07982951
"2754",213052.326423398
"2755",215205.931436094
"2756",203891.927973404
"2757",191073.361330519
"2758",173888.142413986
"2759",190097.404264934
"2760",189064.914527381
"2761",237200.085321309
"2762",219871.45424748
"2763",197239.326118039
"2764",192616.722205537
"2765",197835.678477613
"2766",212427.120439878
"2767",201396.486734747
"2768",215184.872939498
"2769",202966.20993443
"2770",219571.944968785
"2771",207256.272760058
"2772",240613.529749719
"2773",176699.225119838
"2774",197670.114987308
"2775",216843.726177679
"2776",203247.937121233
"2777",194694.651600097
"2778",271130.418412199
"2779",206420.673831307
"2780",223427.772236267
"2781",199068.476063119
"2782",193487.786853064
"2783",210557.224886122
"2784",230243.652174252
"2785",165408.038480061
"2786",184771.517514429
"2787",189060.629315128
"2788",183977.820945398
"2789",198814.334567298
"2790",196073.753763492
"2791",203380.438044764
"2792",200772.602777
"2793",203025.575040833
"2794",188275.624951071
"2795",206329.981046412
"2796",200741.715680098
"2797",195286.292421651
"2798",208733.249812001
"2799",223721.120943
"2800",192878.928969945
"2801",198472.097540182
"2802",218742.565872565
"2803",199759.154767005
"2804",229555.714917489
"2805",199052.599981643
"2806",234113.896711851
"2807",167504.556059075
"2808",210635.277896387
"2809",198823.327576041
"2810",203748.93826933
"2811",189147.672658263
"2812",179833.912966013
"2813",205021.747276687
"2814",214723.064616665
"2815",174209.86726714
"2816",207397.836502814
"2817",186456.234350554
"2818",213268.723184267
"2819",199779.764456334
"2820",290336.49586994
"2821",210715.542673714
"2822",215589.227944289
"2823",212177.365287674
"2824",213919.964072919
"2825",215315.831092726
"2826",198037.186454998
"2827",182527.166517552
"2828",175134.860230539
"2829",189256.901805264
"2830",200124.569363943
"2831",205401.197578425
"2832",198848.977491238
"2833",202389.07402943
"2834",183287.568682528
"2835",190795.07824041
"2836",221769.026796004
"2837",194433.157427804
"2838",207541.825286528
"2839",212904.830182857
"2840",200711.401954222
"2841",199397.589317691
"2842",192918.949696452
"2843",216832.013613556
"2844",226026.705215723
"2845",230153.013146364
"2846",190030.526935559
"2847",214472.00763645
"2848",224309.055071157
"2849",204334.364679328
"2850",275189.128420979
"2851",225677.53063959
"2852",207644.287775691
"2853",199037.344891934
"2854",199235.070479652
"2855",208104.252816567
"2856",236058.421446067
"2857",208518.556221027
"2858",198905.671717661
"2859",210604.310565019
"2860",219298.406241991
"2861",179716.496174813
"2862",167210.190218794
"2863",226138.165364489
"2864",202539.100785426
"2865",200431.688001324
"2866",242960.940938804
"2867",213281.173058865
"2868",227261.572235064
"2869",215869.652486501
"2870",197593.520795194
"2871",194516.200596375
"2872",201164.967448766
"2873",240425.321403272
"2874",202164.010233897
"2875",181981.268741627
"2876",156899.264858745
"2877",203268.844186485
"2878",230842.817858548
"2879",224199.267398972
"2880",215605.194629707
"2881",225084.833635307
"2882",191554.534061622
"2883",212132.915627779
"2884",186095.867506161
"2885",189524.62686432
"2886",196787.120239445
"2887",219964.729144501
"2888",194864.720088065
"2889",179769.457925572
"2890",193508.157795179
"2891",177486.500338003
"2892",200013.924432501
"2893",230294.914597355
"2894",208469.628910065
"2895",221748.396012285
"2896",171560.147371531
"2897",211040.399565468
"2898",222896.504823289
"2899",192246.79107268
"2900",247754.2257922
"2901",228186.305576031
"2902",241818.051677615
"2903",199352.115173396
"2904",207984.956161249
"2905",230307.615793825
"2906",238809.762793159
"2907",203712.423669102
"2908",211367.607958956
"2909",231428.749911159
"2910",218502.666959322
"2911",218430.127840674
"2912",207069.145976038
"2913",205936.00755001
"2914",206026.42647241
"2915",212530.729040476
"2916",198958.577393062
"2917",187320.225145286
"2918",217401.307688063
"2919",218807.666522334
"2920",201711.213699847
"2921",226331.184019332
"2922",206225.815391656
"2923",190973.907078211
"2924",206632.621205756
"2925",183400.872215696
"2926",218724.63985655
"2927",208647.80199869
"2928",219183.891413938
"2929",215175.208795682
"2930",198788.1858818
"2931",224717.469680123
"2932",214111.292982449
"2933",211273.847911065
"2934",186038.752752761
"2935",220483.103283302
"2936",199777.88549483
"2937",212516.470030525
"2938",236780.530061916
"2939",196060.517919222
"2940",191816.022109108
"2941",232340.124927272
"2942",192696.183961409
"2943",232281.76362876
"2944",210504.206723391
"2945",206416.376581991
"2946",200304.76097123
"2947",237113.117919281
"2948",170801.747404684
"2949",224432.866296578
"2950",265074.68552644
"2951",204752.799206751
"2952",202147.096654779
"2953",168382.021237642
"2954",210635.046384997
"2955",228521.658563522
"2956",226825.653405086
"2957",203173.271315475
"2958",174796.796770336
"2959",250648.444541588
"2960",209079.733383275
"2961",219674.629915295
"2962",211944.98860152
"2963",198128.831029216
"2964",181821.340530493
"2965",212344.906870519
"2966",216139.419098495
"2967",188063.136229828
"2968",210930.566264563
"2969",221402.720530311
"2970",158353.875991654
"2971",204789.499068692
"2972",205202.573156433
"2973",201049.511388215
"2974",201450.747216524
"2975",196347.964276977
"2976",215583.630475444
"2977",186785.589012615
"2978",209332.357559612
"2979",188089.885112719
"2980",193063.876270321
"2981",203326.495057739
"2982",236446.94411789
"2983",185619.354100339
"2984",192253.760416738
"2985",188568.672475421
"2986",214443.773681762
"2987",206367.389694066
"2988",186921.261216036
"2989",201794.083077506
"2990",193581.291527073
"2991",185726.323235094
"2992",219218.588553254
"2993",202889.145111528
"2994",188165.063389586
"2995",175725.483980442
"2996",240024.843822476
"2997",225992.891077778
"2998",204117.236294497
"2999",205812.181822353
"3000",216044.927305185
"3001",163320.844180794
"3002",233868.213135634
"3003",157884.962204083
"3004",204277.98194653
"3005",198848.904046106
"3006",212679.439438286
"3007",245152.972412617
"3008",224210.615990736
"3009",207366.071873281
"3010",220727.479311792
"3011",254627.56699036
"3012",214453.677663761
"3013",200062.18950493
"3014",203115.404389467
"3015",209818.796045335
"3016",211755.49693683
"3017",216197.982694378
"3018",205474.965970254
"3019",207084.568111364
"3020",179947.157379696
"3021",213883.354003812
"3022",231778.233517742
"3023",158495.031777879
"3024",197392.399588683
"3025",226633.816296609
"3026",202007.756977312
"3027",217057.984238346
"3028",217109.17892306
"3029",181593.354489319
"3030",184544.808400208
"3031",212864.562966931
"3032",227296.247184382
"3033",212128.735744989
"3034",211403.606908718
"3035",233674.688137072
"3036",214523.108068013
"3037",229415.577832457
"3038",207566.068630264
"3039",212778.955445495
"3040",214801.52172633
"3041",220047.043909895
"3042",202538.163169737
"3043",198294.370856773
"3044",194862.998661747
"3045",200501.4458518
"3046",190595.199031404
"3047",212169.234838152
"3048",206396.684432337
"3049",209384.195763602
"3050",190160.960124053
"3051",184936.348477659
"3052",209185.523275927
"3053",220401.140765007
"3054",187928.216450519
"3055",198339.135772946
"3056",175245.706295072
"3057",210350.901296981
"3058",196990.909417553
"3059",220165.457419589
"3060",184825.396713358
"3061",216707.571866466
"3062",172249.613111935
"3063",210998.402300925
"3064",221176.054939825
"3065",240674.845109527
"3066",202248.749947571
"3067",209658.394203372
"3068",204698.718535706
"3069",183663.083174439
"3070",208102.106492559
"3071",221695.27703021
"3072",231198.701511267
"3073",198165.388886266
"3074",187076.886302176
"3075",230917.828758047
"3076",207472.855711251
"3077",182519.000286011
"3078",188396.538912666
"3079",231520.803287916
"3080",201121.647705771
"3081",234404.59414474
"3082",223457.326588674
"3083",230440.523946019
"3084",186597.338124906
"3085",196912.580340457
"3086",260840.825188212
"3087",221414.956012776
"3088",193003.753982458
"3089",207328.571090499
"3090",187493.743176531
"3091",222083.578600287
"3092",209372.999436113
"3093",240560.004991149
"3094",206989.00576363
"3095",232625.399463835
"3096",196826.594251329
"3097",205211.036056376
"3098",224427.11655289
"3099",202889.502033337
"3100",200475.513606048
"3101",208568.615068168
"3102",203965.397682595
"3103",208863.12181362
"3104",194527.281481998
"3105",207613.736166392
"3106",199075.855379145
"3107",188332.621143117
"3108",202823.369901469
"3109",209739.071813739
"3110",227100.103072981
"3111",203289.697701833
"3112",221717.820845295
"3113",186164.306368605
"3114",207822.052100813
"3115",191984.472730344
"3116",201102.157646576
"3117",197593.158173624
"3118",222291.332554263
"3119",200486.764620549
"3120",200723.135928336
"3121",201396.897681754
"3122",199877.242897377
"3123",220920.815514633
"3124",198802.33631435
"3125",227719.346169859
"3126",221123.305450732
"3127",221692.983053563
"3128",192373.925086204
"3129",183080.999968308
"3130",181828.305441577
"3131",175054.112568413
"3132",206947.530094453
"3133",182952.145371847
"3134",211997.578527823
"3135",204270.064895847
"3136",186900.389415557
"3137",213641.703254789
"3138",239308.135696858
"3139",209041.812710239
"3140",226264.036065411
"3141",188778.710640103
"3142",209857.718905772
"3143",244125.088192341
"3144",205057.154454704
"3145",230293.826434804
"3146",209603.798927575
"3147",184993.307620987
"3148",197798.49500416
"3149",191174.977762849
"3150",195882.118765906
"3151",203491.066449334
"3152",193121.408544183
"3153",194276.036354452
"3154",208446.152120001
"3155",212101.357630033
"3156",212454.906919259
"3157",177754.278138818
"3158",192134.375660771
"3159",229864.700483176
"3160",208970.784604895
"3161",194650.632178468
"3162",200360.61118418
"3163",226338.515705215
"3164",180450.833373493
"3165",201386.636849172
"3166",183648.545835281
"3167",201459.122446555
"3168",186738.793982621
"3169",209506.908583086
"3170",197900.043400649
"3171",226194.256818996
"3172",194531.30407482
"3173",198404.86185731
"3174",191479.876448626
"3175",200909.702547622
"3176",232058.959023906
"3177",252110.341732776
"3178",224740.769160176
"3179",207887.43880077
"3180",241525.668628063
"3181",204833.842116968
"3182",195236.568787245
"3183",208023.538296898
"3184",224625.952043235
"3185",203183.880298487
"3186",209775.796336484
"3187",227324.804260146
"3188",160759.434141432
"3189",201012.897742089
"3190",212519.84894008
"3191",215011.179914109
"3192",226459.412239912
"3193",237963.057968017
"3194",207251.188507139
"3195",188828.405507678
"3196",176851.246001559
"3197",207767.941860404
"3198",264705.610059195
"3199",205251.72324169
"3200",200946.791862536
"3201",215305.867605689
"3202",174955.019264568
"3203",201490.929812766
"3204",202208.513770238
"3205",198052.845212416
"3206",227708.168171616
"3207",197655.755692189
"3208",247823.655159465
"3209",240653.1810904
"3210",207145.815180532
"3211",225881.586055628
"3212",199897.386171666
"3213",233749.433032928
"3214",200399.074513507
"3215",216304.813341404
"3216",239205.895281715
"3217",193434.493154382
"3218",190397.633049085
"3219",224255.087509817
"3220",213328.566371285
"3221",207797.790418033
"3222",209687.327379244
"3223",204168.169064519
"3224",200861.325611051
"3225",214599.026033875
"3226",220572.587742094
"3227",221344.957027651
"3228",212778.289284597
"3229",203986.678869422
"3230",196713.976815224
"3231",224220.431979508
"3232",179335.155604033
"3233",210972.103457919
"3234",198131.092285828
"3235",215528.953818899
"3236",179866.852755575
"3237",209779.664357925
"3238",178658.814453924
"3239",202347.128432998
"3240",201984.48456399
"3241",223152.3833793
"3242",226787.01306527
"3243",195077.759280413
"3244",226550.436417928
"3245",188720.717175508
"3246",200630.475276684
"3247",197261.950802243
"3248",206612.371299817
"3249",250602.432424298
"3250",196284.951025204
"3251",226859.70396288
"3252",222223.809450289
"3253",206345.779610455
"3254",179209.525739688
"3255",159563.384974671
"3256",204599.598476685
"3257",230884.772463421
"3258",229282.215466356
"3259",209803.243908665
"3260",232313.644835679
"3261",190323.11663438
"3262",221623.020187482
"3263",233070.798716439
"3264",219601.487036045
"3265",201646.655819881
"3266",178183.658278218
"3267",230425.388447906
"3268",216177.147195878
"3269",195722.450800952
"3270",198561.307345505
"3271",204379.792155107
"3272",202950.80023952
"3273",196903.262850771
"3274",202237.98474859
"3275",173640.15607188
"3276",210573.195719839
"3277",172561.015468628
"3278",194250.530080812
"3279",194311.521210833
"3280",231900.252414574
"3281",213912.591390267
"3282",201400.223785492
"3283",221072.743076561
"3284",207284.035839903
"3285",217292.844683805
"3286",175797.034917629
"3287",207119.814301251
"3288",214679.675857319
"3289",236455.4054402
"3290",199880.101327885
"3291",192504.180714911
"3292",200847.543235147
"3293",185799.417089214
"3294",213990.902093267
"3295",188422.852979355
"3296",216562.383985263
"3297",212552.345557507
"3298",204177.223822728
"3299",211600.880997501
"3300",200205.714705656
"3301",213954.930149507
"3302",214474.576496985
"3303",199086.55247107
"3304",181342.738419547
"3305",187840.666884206
"3306",213467.063578224
"3307",222301.648411554
"3308",198665.999576051
"3309",250265.579574917
"3310",204301.208790299
"3311",202853.365231303
"3312",213020.98337531
"3313",184202.785118806
"3314",204244.94379533
"3315",196467.882435348
"3316",204505.086705179
"3317",196350.971314009
"3318",244126.903736609
"3319",208360.559593544
"3320",187879.353545861
"3321",205377.178056915
"3322",196709.509754486
"3323",193563.716191554
"3324",234640.205902116
"3325",208286.785052001
"3326",191692.198262313
"3327",207258.001033364
"3328",207959.121137526
"3329",192212.061801226
"3330",217104.865393655
"3331",197053.065030763
"3332",232788.667528465
"3333",216941.174278583
"3334",199240.238815114
"3335",191225.23908039
"3336",203612.830578723
"3337",197808.617080118
"3338",205586.62167405
"3339",179823.576867025
"3340",203027.225775545
"3341",180996.013860828
"3342",198332.75152616
"3343",248318.094618819
"3344",183998.805991248
"3345",228062.019007815
"3346",228369.816888091
"3347",221547.287209885
"3348",192807.505091553
"3349",188242.731119236
"3350",274640.997405953
"3351",193501.694790579
"3352",201575.979016849
"3353",234507.12520925
"3354",180114.154672165
"3355",196865.028922766
"3356",227660.080551477
"3357",159946.492940259
"3358",213513.33650986
"3359",222761.965643992
"3360",168695.389601329
"3361",208459.85544842
"3362",201761.619564072
"3363",206431.993141015
"3364",186115.865370245
"3365",210306.346688816
"3366",210868.420313035
"3367",196334.370973024
"3368",191251.983895521
"3369",211041.434069822
"3370",239331.137877214
"3371",182962.161085955
"3372",221073.839291813
"3373",192733.459727363
"3374",193411.347512776
"3375",198831.691711701
"3376",225549.376089506
"3377",181126.125490636
"3378",209558.067098143
"3379",205402.619055438
"3380",195585.350295729
"3381",213151.243373117
"3382",223596.683635039
"3383",233514.949693134
"3384",229916.243010697
"3385",206279.026786636
"3386",185429.477998209
"3387",207331.595142471
"3388",221849.370053028
"3389",224328.344254945
"3390",201903.581730644
"3391",198128.141585214
"3392",206686.701621511
"3393",205860.537467946
"3394",191178.808457816
"3395",198410.975908372
"3396",204945.728007949
"3397",207938.83797383
"3398",245390.194436429
"3399",233903.481600535
"3400",199112.447139909
"3401",229402.258834895
"3402",236382.340108069
"3403",227555.698503088
"3404",196496.086987692
"3405",206872.396935113
"3406",227954.437788547
"3407",191649.504242406
"3408",200821.199742823
"3409",192934.441966412
"3410",205300.857685838
"3411",194757.421747911
"3412",221958.873534645
"3413",210743.391634807
"3414",208972.203785515
"3415",246371.388124469
"3416",203127.099512159
"3417",232587.920636775
"3418",192919.154512591
"3419",195133.890977397
"3420",211910.404178803
"3421",216394.204785242
"3422",187763.452982564
"3423",193214.419694259
"3424",229857.440048217
"3425",222422.769172174
"3426",198536.607749401
"3427",243210.241684772
"3428",199285.019124593
"3429",198708.955518897
"3430",178220.063853578
"3431",195286.535891175
"3432",196455.48010094
"3433",192894.02945738
"3434",211078.025488772
"3435",219104.95314595
"3436",188519.979026336
"3437",203596.009185643
"3438",168149.089773152
"3439",242658.554083711
"3440",192778.837060004
"3441",218487.720438739
"3442",215636.004377506
"3443",201706.766869135
"3444",198013.257107718
"3445",211528.095915076
"3446",214854.613454237
"3447",203120.830608196
"3448",204602.108917121
"3449",214319.068867081
"3450",211128.44955406
"3451",199082.084391163
"3452",193966.753642041
"3453",210125.102506089
"3454",234458.215949531
"3455",185746.01833527
"3456",210163.644951159
"3457",194709.449778045
"3458",234340.176110652
"3459",214542.530840306
"3460",198480.069657215
"3461",216706.124901654
"3462",185160.839626558
"3463",178635.685076561
"3464",172586.642702798
"3465",223709.633996191
"3466",221446.621078918
"3467",198253.569872105
"3468",189297.237989143
"3469",195395.4924213
"3470",216325.280703297
"3471",172181.890663037
"3472",221730.03936193
"3473",237927.075334731
"3474",204851.844787482
"3475",213245.138809133
"3476",225057.487528488
"3477",291587.146857615
"3478",197296.899755707
"3479",214864.46811708
"3480",222864.255023784
"3481",233690.19719758
"3482",219858.015880582
"3483",203571.963819147
"3484",181701.882089315
"3485",215367.001787398
"3486",231429.063079863
"3487",189912.935985202
"3488",196903.087989914
"3489",199550.117743713
"3490",204934.022148315
"3491",206789.110196608
"3492",188587.977620999
"3493",233041.161854536
"3494",179768.093610812
"3495",199465.823177181
"3496",211771.352858927
"3497",227296.542143596
"3498",200132.65512039
"3499",208067.6748709
"3500",206121.853379607
"3501",202111.145998304
"3502",180180.623257284
"3503",176787.137852381
"3504",194031.483261084
"3505",192108.462378116
"3506",190880.933256776
"3507",207999.226926183
"3508",203807.685523918
"3509",223581.372070419
"3510",206071.805856314
"3511",202975.979649831
"3512",214239.540271426
"3513",201468.151565518
"3514",233045.835949691
"3515",208552.770939407
"3516",203116.268900647
"3517",208805.373921199
"3518",172174.404265476
"3519",219928.616477821
"3520",202170.248036529
"3521",212856.375952475
"3522",218231.42919787
"3523",197592.48669089
"3524",183345.968234984
"3525",199502.815659087
"3526",242528.115530016
"3527",208130.746386946
"3528",187372.416381636
"3529",215382.957980807
"3530",204911.879100326
"3531",217014.867125832
"3532",192629.31186075
"3533",203366.411033738
"3534",206405.598891263
"3535",205407.459576412
"3536",195940.752966545
"3537",204839.639980808
"3538",229355.240894538
"3539",207249.447432995
"3540",221401.789849031
"3541",191521.307818025
"3542",198120.027891471
"3543",210184.990731073
"3544",194790.258811944
"3545",222754.592789054
"3546",217541.287177227
"3547",194216.303847515
"3548",210539.259594314
"3549",220657.5538206
"3550",179351.984161223
"3551",195611.706365667
"3552",211284.327187828
"3553",195391.959055436
"3554",204817.874471402
"3555",223833.941581095
"3556",213753.083644572
"3557",207458.907444835
"3558",216441.224966817
"3559",224540.188040978
"3560",192253.219600257
"3561",209026.078982685
"3562",213143.748277744
"3563",188148.551361661
"3564",205788.131784783
"3565",228896.948932122
"3566",187724.884765005
"3567",192598.239253408
"3568",210241.503264069
"3569",229342.199200995
"3570",205502.947831364
"3571",233336.070536099
"3572",176760.529327856
"3573",216925.984807214
"3574",179652.801023547
"3575",185618.553491284
"3576",182612.76778571
"3577",222178.237421652
"3578",200226.380733187
"3579",205752.596191793
"3580",197309.995013221
"3581",213071.87193023
"3582",215067.183937261
"3583",182928.640495179
"3584",189212.341797086
"3585",225615.789201525
"3586",193943.832878145
"3587",212285.389117755
"3588",187970.692238498
"3589",207227.592196193
"3590",224016.683251177
"3591",216770.399644308
"3592",203622.654426045
"3593",211186.35789116
"3594",197559.861405366
"3595",193586.368257654
"3596",198823.70133614
"3597",235342.536373312
"3598",229071.247247166
"3599",198688.688726957
"3600",227957.048685394
"3601",217929.338851623
"3602",183759.252251766
"3603",207633.995149263
"3604",230466.745313203
"3605",172374.42006044
"3606",171876.112723006
"3607",187709.386573018
"3608",240426.762633335
"3609",199121.698623261
"3610",217898.18266739
"3611",210247.017494074
"3612",225822.353387484
"3613",206258.816827715
"3614",199213.131712937
"3615",182213.62458512
"3616",198419.941383097
"3617",207268.198707108
"3618",216032.154234097
"3619",210149.164966249
"3620",208389.033632744
"3621",210396.059759863
"3622",222996.753734065
"3623",202148.722972568
"3624",192964.80394671
"3625",201853.27444399
"3626",224716.209016274
"3627",225755.632542672
"3628",221057.502361038
"3629",194772.831524466
"3630",171294.298265128
"3631",171927.811909601
"3632",192105.754234926
"3633",204442.63403346
"3634",193505.110458353
"3635",174860.897539118
"3636",191399.941776298
"3637",171312.922354587
"3638",199628.171296072
"3639",206179.141837328
"3640",197005.795865206
"3641",247271.190537589
"3642",170952.658246433
"3643",178524.945652028
"3644",207001.124481733
"3645",200244.603513103
"3646",197036.165980771
"3647",197908.905096989
"3648",183490.542259511
"3649",223049.166322649
"3650",253596.637022169
"3651",185893.711901915
"3652",199005.959042219
"3653",202563.103023569
"3654",199368.374423132
"3655",203706.95207199
"3656",200693.528303376
"3657",203589.151269732
"3658",205187.389146018
"3659",183019.938364912
"3660",196437.310235188
"3661",186779.567354704
"3662",191526.112143809
"3663",202031.940517999
"3664",237654.141945022
"3665",203663.813068827
"3666",246171.886032936
"3667",220170.65290363
"3668",201178.090318516
"3669",223711.80985211
"3670",211494.015731987
"3671",188718.989042315
"3672",264844.107865339
"3673",209123.490712686
"3674",211835.655738629
"3675",197554.767842846
"3676",245818.477269217
"3677",188560.039604328
"3678",214365.077583087
"3679",208414.670647647
"3680",188541.748831774
"3681",171175.559510444
"3682",175522.568761239
"3683",228484.428570973
"3684",203631.492697392
"3685",182054.579587752
"3686",203100.035581442
"3687",215619.19472729
"3688",189672.586897969
"3689",209213.006400903
"3690",207116.766709377
"3691",200965.333219843
"3692",234430.361707743
"3693",198658.371393226
"3694",188951.486341755
"3695",200712.559610137
"3696",214419.434366113
"3697",158939.962271772
"3698",208690.20698253
"3699",231775.608420482
"3700",193950.76870182
"3701",225897.806599294
"3702",215107.73586863
"3703",220278.520953501
"3704",186922.868778142
"3705",215905.693163835
"3706",213162.442557972
"3707",191557.57441139
"3708",200627.090383649
"3709",204435.646348573
"3710",192491.209209189
"3711",191334.079066722
"3712",192648.085710151
"3713",202295.620115059
"3714",194523.451409106
"3715",205142.828422975
"3716",193726.748994543
"3717",243190.625742214
"3718",204750.376813016
"3719",206937.641180524
"3720",225805.903542703
"3721",236809.65756188
"3722",213730.78022168
"3723",216727.804922285
"3724",200600.841585096
"3725",176529.944826762
"3726",213157.069855432
"3727",201125.079991437
"3728",172191.116736669
"3729",197552.336360779
"3730",201797.065494768
"3731",189208.373892227
"3732",215975.536000873
"3733",195075.585637915
"3734",196613.040817835
"3735",216620.162950552
"3736",200977.387252686
"3737",179700.435323629
"3738",202970.813998079
"3739",198356.039466286
"3740",204848.932092656
"3741",185092.38924834
"3742",254286.03018645
"3743",216813.687739864
"3744",193790.17335746
"3745",188476.041463909
"3746",219608.285529241
"3747",203026.681308007
"3748",164544.544211262
"3749",210745.909180787
"3750",191224.741839534
"3751",214916.458147734
"3752",207963.412129021
"3753",214942.13097581
"3754",209566.274225454
"3755",215006.106208387
"3756",174672.199157919
"3757",210646.433525657
"3758",194304.125520087
"3759",232762.79971573
"3760",201674.334312892
"3761",203723.521389956
"3762",187682.659613613
"3763",199111.434838609
"3764",190531.866540895
"3765",186210.477799553
"3766",202169.057942206
"3767",223124.454612672
"3768",226140.414140316
"3769",197000.300219131
"3770",198062.94204092
"3771",215407.952809459
"3772",205009.401670789
"3773",215049.759724532
"3774",202369.453539982
"3775",209974.075238201
"3776",190358.002102902
"3777",188202.451863228
"3778",219772.094987278
"3779",193498.633718265
"3780",248700.034335164
"3781",226933.653782982
"3782",205279.595846949
"3783",279308.544707463
"3784",211787.206502084
"3785",187375.483759379
"3786",204616.222466795
"3787",200142.867100314
"3788",196707.387832084
"3789",198042.471962343
"3790",200006.507554707
"3791",232318.839052211
"3792",199358.29468122
"3793",181358.736535503
"3794",222348.120393716
"3795",195314.877239035
"3796",218155.693494935
"3797",218980.116110295
"3798",182289.290588732
"3799",200440.225545405
"3800",223891.050501187
"3801",202941.680905706
"3802",214328.668308179
"3803",194984.692188979
"3804",223369.084053552
"3805",220714.656961359
"3806",170176.606061935
"3807",186557.68181492
"3808",209275.85612144
"3809",205636.073304099
"3810",192083.0468059
"3811",209056.922857137
"3812",198966.205756544
"3813",234698.371311784
"3814",203971.282548886
"3815",192892.887264834
"3816",212977.938432251
"3817",203490.666766903
"3818",198653.589488085
"3819",203997.859871693
"3820",195704.651396417
"3821",205808.2945469
"3822",208885.263390166
"3823",189729.522566967
"3824",213599.007283324
"3825",201238.067037916
"3826",197891.443655848
"3827",182015.085756881
"3828",212107.13854344
"3829",216662.867380919
"3830",205731.649426852
"3831",215487.537278453
"3832",239056.496631544
"3833",206906.918451909
"3834",182168.965759166
"3835",219968.831776678
"3836",227791.749293525
"3837",190428.550804233
"3838",202472.266079393
"3839",222493.672400961
"3840",210181.995141961
"3841",218736.793582167
"3842",246609.825190123
"3843",217630.000400245
"3844",157979.839991725
"3845",198207.184031604
"3846",205996.510177685
"3847",200878.302279049
"3848",206134.154535921
"3849",196919.086278723
"3850",204103.424681515
"3851",197304.135460753
"3852",214038.546173603
"3853",216373.388073719
"3854",205744.840110203
"3855",228911.069813069
"3856",198382.372997481
"3857",230495.424054179
"3858",209800.700911054
